,Название,Ссылка на продукт,Цена,Фотография,Вес,Время работы,Время зарядки,Длина хода,Емкость батареи,Рабочее напряжение,Модель,Материал,Мощность,Мотор,Производство,Гарантия,Об / мин,source
56,Беспроводная тату машинка WOS E70 Pro Adjustable Stroke 3.0-5.0mm Black,https://tatu-shop.ru/products/wos-e70-pro--black,16490,https://i.siteapi.org/RMpvomaLSnPuucsvZL7W6Mc5WeA=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/qvfwvf19lmow4gggc0wsgcggssgsg4,775 гр,,2-3 часа,,1900 мАч,"4,5-12 V",WOS E70 Pro,авиационный алюминий,7,WOS Brushless Motor - 10500 об/мин,WOS Tattoo,6 месяцев,,tatu-shop
57,Роторная тату машинка Mast P30 SMP gray,https://tatu-shop.ru/products/mast--ps30-gray,7630,https://i.siteapi.org/LZqkZFdeAlEx1QnjjDsPlUdfbdg=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/thps5y0wri84cswcsccg0cw40ccgos,77 г,,,"до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,7-9В,,авиационный алюминий,3 Ватт,Япония,DragonHawk,6 месяцев,,tatu-shop
58,Роторная тату машинка Dragon Extreme EX7 red,https://tatu-shop.ru/products/dragon-extreme-ex7red,3890,https://i.siteapi.org/k0XxjxFIFtONYtyEjWX7FDyVhbs=/fit-in/1024x768/center/top/a6596905b2ff451.ru.s.siteapi.org/img/mi2ezo99g0gc8o48s04ckgc88okos0,127 гр,,,,,,,,,Японский 8V - 8000 об/мин,DragonHawk,6 месяцев,,tatu-shop
59,Роторная тату машинка EZ Defender 2-in-1 Matte Black,https://tatu-shop.ru/products/ez-defender-2in-1--matte,5520,https://i.siteapi.org/OP8EHe0-l-JOr8o0aDktBz1tRFA=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/pbq0408prhwcg4okgock8wg44wc4o4,95 г,,,от 0 до 4,,"6 - 8,5V",EZ Defender 2-in-1,авиационный алюминий,,EZ Custom Swiss Motors (Швейцария),EZ Tattoo,6 месяцев,,tatu-shop
60,Беспроводная тату машинка EZ Caster S Wireless Red,https://tatu-shop.ru/products/ez--caster-s-wireless-red,3850,https://i.siteapi.org/qLvFuGeyU7BhVYqwqlz6kLumGw0=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/koqf98nwf80840gkg0c08cck4kogcs,171 г,5 часов,,"от 0 до 4,5 мм",,5-12V,EZ Caster S,авиационный алюминий,,EZ Customized Motor,EZ Tattoo,6 месяцев,,tatu-shop
61,Роторная тату машинка Mast P10 Black,https://tatu-shop.ru/products/mast-p10-black2,6440,https://i.siteapi.org/uu9gfwlMjULaLJsJKqMXeTLJ5fM=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/6le84ymud9oo0s08wc4ogwookks8cc,117 г,,,,,5 - 8 V 9000 об/мин,,алюминий,3 Ватт,Япония,DragonHawk,6 месяцев,,tatu-shop
62,Беспроводная роторная тату машинка Mast A2 Wireless Pen 5000mAh,https://tatu-shop.ru/products/wireless-tattoo-machine-mast-archer-a2,10930,https://i.siteapi.org/9x6xVsEQ4pPMRAyfl5mB6Pu6gGw=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/enp65v7huzkg8swowskwwsswck8wcw,239 г,до 15 часов,7-8 часов,,,4-12 V,машины Mast A2,авиационный алюминий с защитным покрытием,,Brushless Motor - Бесщеточный двигатель,,6 месяцев,,tatu-shop
63,Беспроводная тату машинка - Defenderr VECTOR Gunmetal,https://tatu-shop.ru/products/defender--vector-gunmetal,28500,https://i.siteapi.org/ty213kNNTt-NKY9pZi2C_M2o7WM=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/luzhe0eg3aoo0w0og08kwwocokssks,188 г,,2 часа,,1500 мАч,,,авиационный алюминий с защитным покрытием,,Faulhaber (Германия) - 6800 об,,1 год,,tatu-shop
64,Беспроводная машинка для татуажа EZ LOLA AIR Wireless Battery Silver Power-Pink Gradient,https://tatu-shop.ru/products/lola-air-pink--gradient,10570,https://i.siteapi.org/HcUov4ZTu6DuuBoL1PdYSpYVYnY=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/7b8uh58k2akg4co04s88ko40s0gcc8,"85,4 г",2-3 ч,"1,5 ч","0 - 3,5 мм",,5 - 10V,EZ LOLA AIR,авиационный алюминий,,,EZ Tattoo,6 месяцев,,tatu-shop
65,Беспроводная тату машинка NB Needle Bee Wireless Tattoo Pen WR-36 Black,https://tatu-shop.ru/products/nb-needle--bee-wr-36-black,4840,https://i.siteapi.org/7VdPuxOX6-XZn-eJSo3cNcC5afo=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/iq81wmrhu9s0osook4ckosk4ow8cow,180 г,до 5 часов,,0-4 мм,,3-12V,NB Needle Bee WR-36,Авиационный алюминий,,Японский двигатель Mabuchi Motor 12V/12000 об,,,,tatu-shop
66,Беспроводная тату машинка JACK & ALEXX Easy Pro Strokes 4.0мм,https://tatu-shop.ru/products/jack-alexx-easy-pro-4mm,39990,https://i.siteapi.org/i8ogqq1hnZwHFV7L7cSf2s74L4I=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/qin41zumfg0oswoo4cks0ckgw4wgcc,130г,до 5 часов,,,,,JACK & ALEXX Easy Pro,Авиационный алюминий,,,,1 год,,tatu-shop
67,"Беспроводная тату машинка Skinner Innovation PRO 3,8 Stroke Lollipop - Limited Edition",https://tatu-shop.ru/products/skinner-3-8-lollipop,30000,https://i.siteapi.org/6d14ZEsI0fb2M6qXfU16DTy63vY=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/lv5zek7k9fkwcoggo4o80cocckg8c0,200 гр,до 10 часов,,,1800 мАч,5-13V,Skinner Innovation PRO,Алюминий,,Бесколлекторный на 5,Skinner Tattoo,,,tatu-shop
68,Беспроводная тату машинка EZ Filter X40 Strokes 2.0-4.0mm X 2Power Grey,https://tatu-shop.ru/products/x40-2power-grey,10740,https://i.siteapi.org/VqUe4ppXVqwIE9mzlHCRTYL4iSA=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/r2p5vki0ftw0g0kkswks04sgs8k44k,269 гр,до 5 часов,2 часа,"от 0 до 4,5 мм",1600 mA/ч,4-12V,EZ Filter X40,Авиационный алюминий,,Двигатель без сердечника EZ 12V-9000 об/мин,EZ TATTOO,6 месяцев,,tatu-shop
69,Беспроводная роторная тату машинка Bronc Seraphic Wireless Pen For PMU & Tattoo Green,https://tatu-shop.ru/products/seraphic-green,12990,https://i.siteapi.org/1tOQYvw1YrzyAm9cpYl9xcyi1qU=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/kxsxhmu3qs0csocss4cosokowsco0k,175 г,до 7 часов,,от 0 до 4 мм,,4V-12V,Bronc Seraphic Wireless Pen For PMU & Tattoo,Авиационной алюминий,,Swiss motor - Швейцарский двигатель 11000 об/мин,,6 месяцев,,tatu-shop
70,Беспроводная тату машинка - Pen MAST Archer Wireless Battery pink,https://tatu-shop.ru/products/pen-mast-archer-pink,13750,https://i.siteapi.org/Rb9xiL3wqzUK8lNewUGVn1G2euE=/fit-in/1024x768/center/top/a6596905b2ff451.ru.s.siteapi.org/img/6c6tvtwhbgw8gwcsskg4ko8gcoock4,189 г,до 8 часов,,"0-4,5 мм",,5-12V,MAST Archer,Алюминий,,Япония 10V-8750 об/мин,,6 месяцев,,tatu-shop
71,Беспроводная тату машинка BRONC Bullet Wireless Pen Military Green,https://tatu-shop.ru/products/bronc-bullet--green,12760,https://i.siteapi.org/NxXZQq0aH_F8FP4YxoCqW8QN6rQ=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/lzgeey3zqfk80w8cso8ccggccwccs4,229 г,,,"от 0 до 4,5 мм",,5-11 V,BRONC Bullet,Авиационный алюминий с защитным покрытием,,Швейцарский двигатель мощностью 6W,,6 месяцев,,tatu-shop
72,Роторная тату машинка Pen Hawk GSH-500 blue,https://tatu-shop.ru/products/pen-hawk-gsh-500blue,3990,https://i.siteapi.org/mBonySfbaci8FwOlqAAI2i3_6WU=/fit-in/1024x768/center/top/a6596905b2ff451.ru.s.siteapi.org/img/lh5cuq6d2zkkcg0soc0osos8ck0ok4,158 гр,,,,,3-10 В,Pen Hawk GSH-500,,,Тайвань,Solong Tattoo,,,tatu-shop
73,Беспроводная роторная тату машинка - BRONC Wireless Pen V8 army green,https://tatu-shop.ru/products/bronc-wireless-v8-green,13790,https://i.siteapi.org/_CQxBlHN8Tk0S6wQo7Bu8eXo8u8=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/q2fwtsdf134wg8s800wk8k4k408o4o,227 г,от 7 до 9 часов,,"от 0 до 4,5 мм",,"4,5-11 V",BRONC Wireless Pen V8,Алюминий,,Швейцарский двигатель,,6 месяцев,,tatu-shop
74,Беспроводная тату машинка BRONC V80 Strokes 2.0 - 4.2mm X 2Power Silver,https://tatu-shop.ru/products/bronc--v80-2power-silver,8990,https://i.siteapi.org/MazcMA7MX4Gq8BsErx4uUroWx0c=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/6zseo2qem8w0skcoo8s0w0g80o8k8k,252 гр,до 8 часов,3 часа,"от 0 до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,4-12 V,BRONC V80,Авиационный алюминий с защитным покрытием,,Coreless Motor 12V / 10000 об/мин,,6 месяцев,,tatu-shop
75,Беспроводная тату машинка EZ Filter Freedom Red,https://tatu-shop.ru/products/tattoo-ez-filter-freedom-red,5180,https://i.siteapi.org/6Fx9Ivns9soUnkvGFYA4c6vozGc=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/7qvdao3hy70gk48c440ko4wk4sgs8o,200 г,5 часов,,"от 0 до 4,5 мм",,6 - 9 V,EZ Filter Freedom,авиационный алюминий,,Coreless Motor,EZ Tattoo,6 месяцев,,tatu-shop
76,Беспроводная тату машинка BRONC V1 Wireless Tattoo Pen Silver,https://tatu-shop.ru/products/bronc-pen-v1-silver,10780,https://i.siteapi.org/rCScQsOklkN5ID-L-hoc6K08L3I=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/eh2aa42bvqgoow4osogco0884ok4os,237 г,,,"от 0 до 4,5 мм",,4-11 V,BRONC Wireless Pen V1,Авиационный алюминий с защитным покрытием,,Швейцарский двигатель 11000 об/мин,,6 месяцев,,tatu-shop
77,Беспроводная тату машинка EZ Popu Diva PMU 6 Stroke X 2 Power Seraph,https://tatu-shop.ru/products/ez-popu-diva-seraph-machine-2-power,21480,https://i.siteapi.org/5fPhiBjhreM_9hiF5RnBDIBBdk4=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/j8krnl6sl5c844kg8gwocggwcs4sok,550 гр,5 -7 ч,2 ч,"0 - 4,5 мм",1600 mA/ч,4 - 12V,EZ Popu Diva,авиационный алюминий с защитным покрытием,,,EZ Tattoo,6 месяцев,,tatu-shop
78,Беспроводная машинка для татуажа - Mast P20 Permanent With 2.5MM Stroke X 2 Power Purple,https://tatu-shop.ru/products/mast-p20-permanent-2-power-purple,11870,https://i.siteapi.org/c-Akrc4MpPhzDNwsk5lQaVL9KKw=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/oq8hecjs7k0wg4okg4gsg8o8sg0c4w,122 г,4-6 часов,,"0-3,5 мм",,4-10V,Mast P20,Авиационный алюминий,,Mast Special Edition Coreless Motor 10V/10000 об,,6 месяцев,,tatu-shop
79,Беспроводная машинка для татуажа EZ LOLA AIR Wireless Battery Black Power-Purple Gradient,https://tatu-shop.ru/products/lola-air-purple-gradient,10570,https://i.siteapi.org/v4_auqfyxj-xnB_q1EPezZ7W0eU=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/31ohjbr2els04g8k0swk0gggkgookc,"85,4 г",2-3 ч,"1,5 ч","0 - 3,5 мм",,5 - 10V,EZ LOLA AIR,авиационный алюминий,,,EZ Tattoo,6 месяцев,,tatu-shop
80,Беспроводная тату машинка MAST ARCHER S ULTRA PURPLE,https://tatu-shop.ru/products/wireless-tattoo-machine-mast-archer-s-ultra-purple,15960,https://i.siteapi.org/Jy58rkXmlggSmiSPrK741AzGHA8=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/h1m1wm81ktko8k4w4g4sgco0soswkk,169 г,4-8 часов,50 минут,"от 0 до 4,5 мм",,4-12V,MAST Archer S,Авиационный алюминий,,Высокопроизводительный бесщеточный двигатель M-Core,MAST (DragonHawk),6 месяцев,,tatu-shop
81,Беспроводная тату машинка BRONC X2 Adjustable Stroke 11 Options Army Green,https://tatu-shop.ru/products/bronc-x2--army-green,17950,https://i.siteapi.org/5j6diNdPZbJDhRnuCrOIW1hiADk=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/638gi8n49ow8w8g004wk4so8w0o0ss,550 гр,,,"от 0 до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,4-12 V,BRONC X2,Авиационный алюминий с защитным покрытием,,Швейцарский двигатель 12V / 11000 об/мин,,6 месяцев,,tatu-shop
82,Роторная тату машинка MAST-5000 exclusive,https://tatu-shop.ru/products/mast-5000-exclusive2,3585,https://i.siteapi.org/KeSZc2yYrg1agCh6tb6wX3uq_FA=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/r84a13ywglc0gw8cscw8o00880o44g,135 гр,,,,,6 - 12 V 9000 об/мин,,авиационный алюминий,,Япония,DragonHawk,6 месяцев,,tatu-shop
83,Беспроводная тату машинка AVA DUKE V3 Wireless Pen Black,https://tatu-shop.ru/products/ava-duke-v3-black,7380,https://i.siteapi.org/zcOIMC6JvuvHuVvj2JNBDp3_YWk=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/47nfkli1t800o4cok0c0wswc4wck8o,250 г,4-8 часов,2 часа,,,"4,5-12 V",,авиационный алюминий,,Carbon Brush Motor (3,AVA TATTOO MACHINE,6 месяцев,,tatu-shop
84,Беспроводная машинка для татуажа - Defenderr FENIX S PRO Silver,https://tatu-shop.ru/products/fenix-s-pro-defenderr-silver,28950,https://i.siteapi.org/sVS-OPA_eXmW2SVT-6nfVMbqKsg=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/gjhvf7qcgi888sc40w048ws8g0ggg8,"146,4 г",,"1,5 часа",,2000 мАч,,,авиационный алюминий с защитным покрытием,,2W - 12000 об,,1 год,,tatu-shop
85,Беспроводная тату машинка MT Mustang Evolution Pen 3 Blood,https://tatu-shop.ru/products/mustang-evolution-pen-3-blood,44990,https://i.siteapi.org/ccoBcWrcQiMcrU4LWCIjVTVIVFg=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/8hezs0ooogg8kowok4wwckkc0okckc,,до 10 часов,,,,5-13 V,MT Mustang Evolution Pen 3,Авиационный алюминий с защитным покрытием,,Бесколлекторный двигатель,Mustang Tattoo (Россия),12 месяцев,,tatu-shop
86,Беспроводная роторная тату машинка - DiRK Pen Battery M800 black,https://tatu-shop.ru/products/dirk-pen-battery-m800-black,7990,https://i.siteapi.org/M479owJEoL15Gpu_XkXRbzcaJio=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/beiywbycno08csgwk8woocog88440s,210 г,до 7 часов,,"от 0 до 4,5 мм",,5-12 V,DiRK M800,Алюминий,,Япония 9V-12000 об/мин,Solong Tattoo,,,tatu-shop
87,Роторная тату машинка Yilong Mini Short Pen black,https://tatu-shop.ru/products/yilong--mini-short-pen-black,1970,https://i.siteapi.org/WeBgNeOAWn3jhSiQakbX8nlB6NI=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/o7ikpnkihhws4cwgwoww40ws0808ss,109 г,,,"до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,,Yilong Mini Short Pen,,,8V-9000 об,Yilong Tattoo,,,tatu-shop
88,Беспроводная тату машинка BRONC X2 Adjustable Stroke 11 Options Red,https://tatu-shop.ru/products/bronc-x2--red,17950,https://i.siteapi.org/Nly-BLw8MlgRWjUI9CGW2kBSnZ8=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ntjdjvhyxqocswwk0w4kgcoggwkocs,550 гр,,,"от 0 до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,4-12 V,BRONC X2,Авиационный алюминий с защитным покрытием,,Швейцарский двигатель 12V / 11000 об/мин,,6 месяцев,,tatu-shop
89,Беспроводная машинка для тату и татуажа Cobra Magi P9 Multi-Mode Stroke 3.0mm Black,https://tatu-shop.ru/products/magi-p9-black,7990,https://i.siteapi.org/Gw4fNpftBGKMNkV51UahI-Ghwto=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/siq60w4kdhc4wo04gg4cgcg8cwcsgg,82 гр,до 4 часов,1 час,,,2,Cobra Magi P9 Multi-Mode,Авиационный алюминий,,,Cobra Tattoo,,,tatu-shop
90,Беспроводная тату машинка -  Arenahawk Pen A-Power 4.0,https://tatu-shop.ru/products/arenahawk-a--power,9360,https://i.siteapi.org/OZhHNCL3fQF2i52NGrJ37TiBMYM=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/nsv2gcfg4m8kcwsgksw0gws4440k0k,200 г,4-5 часов,,"0-4,5 мм",,4-12V,,Алюминий,,Японский мотор,,6 месяцев,,tatu-shop
91,Роторная тату машинка EZ P4 Mini Black,https://tatu-shop.ru/products/ezp4-mini-black,7990,https://i.siteapi.org/64QScGBd1X651n_Kz2-RaSr1qMQ=/fit-in/1024x768/center/top/a6596905b2ff451.ru.s.siteapi.org/img/4czkslxzvp4w0ss044gg4ckw8o04oo,,,,,,,,,,,,,,tatu-shop
92,"Беспроводная тату машинка Cobra Morandi 4,2 Stroke Orange",https://tatu-shop.ru/products/cobra-machine-morandi-orange,9990,https://i.siteapi.org/J-qVg6oAYYI649fL8MiE0DPBRaI=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/c4bmrewsq7coss4s4kockcgc80gkwk,320 гр,до 7 часов,,,1800 мАч,"4,7-13V",Cobra Morandi,Авиационный алюминий,,,Cobra Tattoo,,,tatu-shop
93,Беспроводная роторная тату машинка EZ Defender X Silver Stock 3.5 mm,https://tatu-shop.ru/products/defender-x-silver,11970,https://i.siteapi.org/QPEPv944Yd7aeLJRVm2hBhkT57c=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/9neudhj8in0gkksc0cs0wgkcs4w0ow,174г,до 5 часов,2 часа,"0 - 4,5 мм",,5 - 12V,EZ Defender X,авиационный алюминий,,,EZ Tattoo,6 месяцев,,tatu-shop
94,Беспроводная тату машинка MAST Tour Y22 PRO 5 Star Series Gold,https://tatu-shop.ru/products/wireless-tattoo-machine-mast-y22-gold,11490,https://i.siteapi.org/Qp7TrnYmGmkDifY-UtI9e1Ri-40=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/sg65lq2d8xwkw4g84cwowckwg8okg,138 г,до 4 часов,,,,5-12V,MAST Tour Y22 PRO 5 Star Series,Авиационный алюминий,,Custom Mast Coreless Motor 8V-10000 об/мин,,6 месяцев,,tatu-shop
95,Беспроводная тату машинка Flux Wireless Pen S11 Black,https://tatu-shop.ru/products/flux--wireless-pen-s11-black,7990,https://i.siteapi.org/bQL654tWa3yJ2RWqkxT2LOb7T5w=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/bwc0qclx8s0sc4ckck8k0cgc8gsg8k,210 г,до 6 часов,,0-4 мм,,4,Flux Wireless Pen S11,Алюминий,,Япония 12V-12000 об/мин,Solong Tattoo,,,tatu-shop
